Variable,Label
DP04_0101PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)
DP04_0035MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!8 rooms
DP04_0137PMA,Annotation of Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent
DP04_0039E,Estimate!!BEDROOMS!!Total housing units!!No bedroom
DP04_0097EA,"Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
DP04_0107EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999
DP04_0022PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0038E,Estimate!!BEDROOMS!!Total housing units
DP04_0066MA,"Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
DP04_0089PEA,Annotation of Percent!!VALUE!!Owner-occupied units!!Median (dollars)
DP04_0079PE,Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more
DP04_0142MA,Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more
DP04_0079MA,Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more
DP04_0090PEA,Annotation of Percent!!MORTGAGE STATUS!!Owner-occupied units
DP04_0040EA,Annotation of Estimate!!BEDROOMS!!Total housing units!!1 bedroom
DP04_0004PEA,Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0053MA,Annotation of Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2017
DP04_0066PE,"Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
DP04_0016PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units
DP04_0142PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more
DP04_0084EA,"Annotation of Estimate!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
DP04_0107MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999
DP04_0097MA,"Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
DP04_0005EA,Annotation of Estimate!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0138EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent
DP04_0040MA,Annotation of Margin of Error!!BEDROOMS!!Total housing units!!1 bedroom
DP04_0018EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019
DP04_0071EA,Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used
DP04_0053PE,Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2017
DP04_0004PMA,Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0122PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0053PEA,Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2017
DP04_0071MA,Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used
DP04_0110PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0049EA,Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit
DP04_0107PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999
DP04_0016PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units
DP04_0068PMA,Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Wood
DP04_0084MA,"Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
DP04_0134PEA,Annotation of Percent!!GROSS RENT!!Occupied units paying rent!!Median (dollars)
DP04_0125EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0041PEA,Annotation of Percent!!BEDROOMS!!Total housing units!!2 bedrooms
DP04_0109PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)
DP04_0040PE,Percent!!BEDROOMS!!Total housing units!!1 bedroom
DP04_0097PE,"Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
DP04_0071PE,Percent!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used
DP04_0036EA,Annotation of Estimate!!ROOMS!!Total housing units!!9 rooms or more
DP04_0138MA,Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent
DP04_0005MA,Annotation of Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0018PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019
DP04_0081PMA,"Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!Less than $50,000"
DP04_0018MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019
DP04_0084PE,"Percent!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
DP04_0028PEA,Annotation of Percent!!ROOMS!!Total housing units!!1 room
DP04_0093PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage
DP04_0112EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0143EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed
DP04_0005PE,Percent!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0091PEA,Annotation of Percent!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage
DP04_0042PMA,Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!3 bedrooms
DP04_0049MA,Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit
DP04_0125MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0138PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent
DP04_0110E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0029PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!2 rooms
DP04_0030PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!3 rooms
DP04_0023EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0066PMA,"Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
DP04_0112PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0132PMA,"Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999"
DP04_0017PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later
DP04_0067E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke
DP04_0049PE,Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit
DP04_0036MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!9 rooms or more
DP04_0005PMA,Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0078PMA,Annotation of Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50
DP04_0130EA,"Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
DP04_0066E,"Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
DP04_0054PEA,Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009
DP04_0069E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy
DP04_0010EA,Annotation of Estimate!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units
DP04_0112MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0068E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Wood
DP04_0125PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0067EA,Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke
DP04_0116E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0143MA,Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed
DP04_0115E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0104PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399
DP04_0041EA,Annotation of Estimate!!BEDROOMS!!Total housing units!!2 bedrooms
DP04_0002PEA,Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units
DP04_0054EA,Annotation of Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009
DP04_0128PEA,Annotation of Percent!!GROSS RENT!!Occupied units paying rent!!$500 to $999
DP04_0118E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent
DP04_0066PEA,"Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
DP04_0117E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0023MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0036PE,Percent!!ROOMS!!Total housing units!!9 rooms or more
DP04_0112E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0078PEA,Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50
DP04_0130MA,"Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
DP04_0143PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed
DP04_0111E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent
DP04_0085EA,"Annotation of Estimate!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
DP04_0010PE,Percent!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units
DP04_0114E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0054PMA,Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009
DP04_0108EA,"Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
DP04_0098EA,"Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
DP04_0010MA,Annotation of Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units
DP04_0023PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0113E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0116PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0067MA,Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke
DP04_0094PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500
DP04_0019EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0072EA,Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units
DP04_0104PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399
DP04_0054PE,Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009
DP04_0041MA,Annotation of Margin of Error!!BEDROOMS!!Total housing units!!2 bedrooms
DP04_0130PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
DP04_0128PMA,Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!$500 to $999
DP04_0054MA,Annotation of Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009
DP04_0067PE,Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke
DP04_0108E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
DP04_0126EA,Annotation of Estimate!!GROSS RENT!!Occupied units paying rent
DP04_0041PE,Percent!!BEDROOMS!!Total housing units!!2 bedrooms
DP04_0141PEA,Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0057PMA,Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units
DP04_0107E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999
DP04_0085MA,"Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
DP04_0098PE,"Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
DP04_0108MA,"Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
DP04_0098MA,"Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
DP04_0006EA,Annotation of Estimate!!UNITS IN STRUCTURE!!Total housing units
DP04_0109E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)
DP04_0139EA,Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0116PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0045PMA,Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units
DP04_0063E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas
DP04_0019MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0042PEA,Annotation of Percent!!BEDROOMS!!Total housing units!!3 bedrooms
DP04_0030PEA,Annotation of Percent!!ROOMS!!Total housing units!!3 rooms
DP04_0085PE,"Percent!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
DP04_0062E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units
DP04_0082PEA,"Annotation of Percent!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
DP04_0113EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0029PEA,Annotation of Percent!!ROOMS!!Total housing units!!2 rooms
DP04_0065E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity
DP04_0064E,"Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
DP04_0072MA,Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units
DP04_0108PE,"Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
DP04_0094PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500
DP04_0139PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0126MA,Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent
DP04_0017PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later
DP04_0141PMA,Annotation of Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0069PMA,Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy
DP04_0070PMA,Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel
DP04_0005PEA,Annotation of Percent!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0024EA,Annotation of Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959
DP04_0061E,Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available
DP04_0072PE,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units
DP04_0100EA,"Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
